539,109105,1
542,109106,1
545,109107,1
548,109203,1
555,109209,1
557,109211,1
558,109212,1
559,109213,1
560,109214,1
562,109216,1
574,109226,1
575,109227,1
576,109228,1
577,109231,1
578,109230,1
579,109232,1
580,109233,1
581,109234,1
582,109235,1
584,109237,1
585,109238,1
586,109239,1
587,109240,1
589,109242,1
590,109243,1
591,109244,1
592,109245,1
593,109246,1
594,109247,1
595,109248,1
596,109249,1
597,109250,1
598,109253,1
599,109252,1
600,109254,1
601,109255,1
602,109256,1
603,109257,1
604,109258,1
605,109259,1
606,109260,1
607,109261,1
608,109262,1
609,109263,1
610,109264,1
611,109265,1
612,109266,1
613,109267,1
614,109268,1
615,109269,1
616,109270,1
617,109271,1
620,109274,1
631,109284,1
632,109285,1
633,109286,1
634,109287,1
637,109290,1
638,109291,1
639,109292,1
640,109293,1
641,109294,1
642,109295,1
643,109296,1
644,109297,1
645,109298,1
646,109299,1
647,109300,1
648,109301,1
649,109302,1
650,109303,1
653,109306,1
654,109307,1
655,109308,1
656,109309,1
657,109310,1
658,109311,1
659,109312,1
660,109313,1
661,109314,1
662,109315,1
663,109316,1
664,109317,1
665,109318,1
666,109319,1
667,109320,1
668,109321,1
669,109322,1
674,109326,1
677,109327,1
680,109328,1
1373,109662,1
1375,109664,1
1377,109666,1
1379,109668,1
1381,109670,1
1382,109671,1
1383,109672,1
1384,109673,1
1385,109674,1
1387,109676,1
1388,109677,1
1389,109678,1
1393,109682,1
1395,109684,1
1396,109685,1
1397,109686,1
1398,109687,1
1399,109688,1
1400,109689,1
1401,109690,1
1402,109691,1
1403,109692,1
1404,109693,1
1408,109697,1
1409,109698,1
1410,109699,1
1411,109700,1
1412,109701,1
1413,109702,1
1414,109703,1
1416,109705,1
1419,109707,1
1420,109708,1
1421,109709,1
1422,109710,1
1423,109711,1
1424,109712,1
1425,109713,1
1427,109715,1
1428,109716,1
1430,109718,1
1432,109720,1
1433,109721,1
1434,109722,1
1435,109723,1
1436,109724,1
1437,109725,1
1438,109726,1
1439,109727,1
1440,109728,1
1441,109729,1
1442,109730,1
1443,109731,1
1444,109732,1
1445,109733,1
1446,109734,1
1447,109735,1
1448,109736,1
1449,109737,1
1450,109738,1
1451,109739,1
1452,109740,1
1454,109742,1
1455,109743,1
1456,109744,1
1457,109745,1
1458,109746,1
1461,109749,1
1462,109750,1
1464,109751,1
1465,109752,1
1466,109753,1
1467,109754,1
1468,109755,1
1469,109756,1
1470,109757,1
1472,109758,1
1473,109759,1
1474,109760,1
1476,109761,1
1477,109762,1
1481,109763,1
1482,109764,1
1483,109765,1
1486,109768,1
1487,109769,1
1488,109770,1
1489,109771,1
1490,109772,1
1491,109773,1
1492,109774,1
1493,109775,1
1494,109776,1
1495,109777,1
1496,109778,1
1498,109779,1
1499,109780,1
1500,109781,1
1501,109782,1
1503,109784,1
1505,109786,1
1507,109787,1
1509,109789,1
1511,109791,1
1512,109792,1
1514,109793,1
1515,109794,1
1516,109795,1
1517,109796,1
1518,109797,1
1525,109804,1
1532,109810,1
1535,109811,1
1536,109812,1
1537,109813,1
1542,109814,1
1544,109815,1
1545,109816,1
1546,109817,1
1550,109820,1
1551,109821,1
1552,109822,1
1554,109824,1
1555,109825,1
1557,109826,1
1561,109829,1
1563,109831,1
1564,109832,1
1565,109833,1
1566,109834,1
1568,109835,1
1570,109837,1
1572,109838,1
1573,109839,1
1577,109842,1
1578,109843,1
1579,109844,1
1580,109845,1
1582,109846,1
1583,109847,1
1585,109848,1
1586,109849,1
1587,109850,1
1588,109851,1
1589,109852,1
1590,109853,1
1591,109854,1
1592,109855,1
1594,109856,1
1595,109857,1
1597,109858,1
1598,109859,1
1600,109860,1
1602,109862,1
1603,109863,1
1605,109865,1
1607,109867,1
1608,109868,1
1609,109869,1
1611,109871,1
1612,109872,1
1613,109873,1
1614,109874,1
1615,109875,1
1616,109876,1
1617,109877,1
1618,109878,1
1619,109879,1
1620,109880,1
1621,109881,1
1622,109882,1
1623,109883,1
1624,109884,1
1625,109885,1
1626,109886,1
1627,109887,1
1628,109888,1
1629,109889,1
1630,109890,1
1631,109891,1
1635,109894,1
1636,109895,1
1637,109896,1
1639,109898,1
1640,109899,1
1642,109900,1
1643,109901,1
1647,109904,1
1649,109905,1
1650,109906,1
1651,109907,1
1654,109909,1
1655,109910,1
1658,109911,1
1659,109912,1
1663,109913,1
1664,109914,1
1665,109915,1
1666,109916,1
1667,109917,1
1672,109921,1
1674,109922,1
1675,109923,1
1676,109924,1
1678,109926,1
1679,109927,1
1680,109928,1
1681,109929,1
1685,109932,1
1686,109933,1
1690,109937,1
1691,109938,1
1692,109939,1
1696,109943,1
1697,109944,1
1698,109945,1
1699,109946,1
1700,109947,1
1701,109948,1
1702,109949,1
1703,109950,1
1704,109951,1
1705,109952,1
1706,109953,1
1711,109956,1
1714,109958,1
1715,109959,1
1716,109960,1
1717,109961,1
1720,109964,1
1722,109965,1
1723,109966,1
1727,109970,1
1729,109971,1
1733,109974,1
1736,109976,1
1738,109977,1
1742,109981,1
1743,109982,1
1745,109983,1
1749,109987,1
1750,109988,1
1751,109989,1
1752,109990,1
1755,109993,1
1756,109994,1
1757,109995,1
1758,109996,1
1761,109997,1
1762,109998,1
1763,109999,1
1765,110001,1
1766,110002,1
1767,110003,1
1769,110004,1
1770,110005,1
1771,110006,1
1772,110007,1
1773,110008,1
1776,110011,1
1777,110012,1
1778,110013,1
1779,110014,1
1782,110015,1
1783,110016,1
1784,110017,1
1786,110019,1
1787,110020,1
1788,110021,1
1789,110022,1
1790,110023,1
1793,110026,1
1794,110027,1
1795,110028,1
1796,110029,1
1797,110030,1
1799,110031,1
1800,110032,1
1801,110033,1
1802,110034,1
1804,110035,1
1807,110036,1
1808,110037,1
1809,110038,1
1810,110039,1
1811,110040,1
1812,110041,1
1814,110042,1
1815,110043,1
1817,110044,1
