4032,20557,1
4034,20559,1
4035,20560,1
4036,20561,1
4039,20564,1
4040,20565,1
4041,20566,1
4042,20567,1
4043,20568,1
4044,20569,1
4045,20570,1
4046,20571,1
4047,20572,1
4048,20573,1
4049,20574,1
4050,20575,1
4051,20576,1
4052,20577,1
4053,20578,1
4054,20579,1
4055,20580,1
4056,20581,1
4057,20582,1
4061,20586,1
4062,20587,1
4063,20588,1
4064,20589,1
4065,20590,1
4066,20591,1
4068,20593,1
4070,20595,1
4071,20596,1
4072,20597,1
4074,20599,1
4075,20600,1
4077,20602,1
4079,20604,1
4080,20605,1
4081,20606,1
4082,20607,1
4083,20608,1
4084,20609,1
4085,20610,1
4086,20611,1
4087,20612,1
4089,20614,1
4091,20616,1
4092,20617,1
4094,20619,1
4095,20620,1
4096,20621,1
4097,20622,1
4098,20623,1
4099,20624,1
4100,20625,1
4101,20626,1
4102,20627,1
4103,20628,1
4104,20629,1
4105,20630,1
4108,20633,1
4109,20634,1
4110,20635,1
4111,20636,1
4113,20638,1
4114,20639,1
4115,20640,1
4116,20641,1
4117,20642,1
4118,20643,1
4119,20644,1
4121,20646,1
4122,20647,1
4123,20648,1
4124,20649,1
4125,20650,1
4126,20651,1
4127,20652,1
4128,20653,1
4129,20654,1
4130,20655,1
4131,20656,1
4132,20657,1
4133,20658,1
4134,20659,1
4135,20660,1
4136,20661,1
4137,20662,1
4141,20664,1
4142,20665,1
4143,20666,1
4145,20668,1
4146,20669,1
4147,20670,1
4148,20671,1
4149,20672,1
4150,20673,1
4151,20674,1
4152,20675,1
4154,20677,1
4155,20678,1
4156,20679,1
4157,20680,1
4187,20714,1
4188,20715,1
4191,20718,1
4195,20722,1
4199,20726,1
4203,20730,1
4207,20734,1
4209,20736,1
4211,20738,1
4213,20740,1
4217,20744,1
4219,20746,1
4221,20748,1
4223,20750,1
4224,20751,1
4226,20753,1
4230,20757,1
4234,20761,1
4236,20763,1
4238,20765,1
4240,20767,1
4242,20769,1
4246,20773,1
4248,20775,1
4250,20777,1
4252,20779,1
4253,20780,1
4255,20782,1
4259,20786,1
4263,20790,1
4267,20794,1
4269,20796,1
4271,20798,1
4273,20800,1
4275,20802,1
4279,20806,1
4281,20808,1
4283,20810,1
4285,20812,1
4286,20813,1
4288,20815,1
4292,20819,1
4296,20823,1
4298,20825,1
4300,20827,1
4302,20829,1
4303,20830,1
4307,20834,1
4310,20837,1
4311,20838,1
4312,20839,1
4313,20840,1
4315,20842,1
4316,20843,1
4317,20844,1
4320,20847,1
4321,20848,1
4322,20849,1
4324,20851,1
4327,20854,1
4329,20856,1
4331,20858,1
4332,20859,1
4333,20860,1
4335,20862,1
4336,20863,1
4337,20864,1
4338,20865,1
4339,20866,1
4340,20867,1
4341,20868,1
4343,20870,1
4344,20871,1
4346,20873,1
4349,20876,1
4350,20877,1
4351,20878,1
4352,20879,1
4353,20880,1
4354,20881,1
4355,20882,1
4356,20883,1
4357,20884,1
4359,20886,1
4360,20887,1
4361,20888,1
4362,20889,1
4363,20890,1
4365,20892,1
4366,20893,1
4368,20895,1
4369,20896,1
4371,20898,1
4372,20899,1
4373,20900,1
4374,20901,1
4375,20902,1
4376,20903,1
4377,20904,1
4379,20906,1
4381,20908,1
4382,20909,1
4384,20911,1
4386,20913,1
4389,20916,1
4390,20917,1
4391,20918,1
4392,20919,1
4394,20921,1
4395,20922,1
4396,20923,1
4397,20924,1
4398,20925,1
4399,20926,1
4402,20929,1
4404,20931,1
4405,20932,1
4408,20935,1
4410,20937,1
4411,20938,1
4412,20939,1
4414,20941,1
4415,20942,1
4416,20943,1
4417,20944,1
4419,20946,1
4420,20947,1
4421,20948,1
4422,20949,1
4423,20950,1
4425,20952,1
4428,20955,1
4429,20956,1
4430,20957,1
4431,20958,1
4433,20960,1
4434,20961,1
4435,20962,1
4437,20964,1
4439,20966,1
4440,20967,1
4441,20968,1
4442,20969,1
4443,20970,1
4444,20971,1
4446,20973,1
4448,20975,1
4449,20976,1
4450,20977,1
4453,20980,1
4455,20982,1
4456,20984,1
4459,20987,1
4460,20988,1
4461,20989,1
4462,20990,1
4463,20991,1
4464,20992,1
4465,20993,1
4466,20994,1
4467,20995,1
4469,20997,1
4470,20998,1
4471,20999,1
4472,21000,1
4473,21001,1
4475,21003,1
4476,21004,1
4478,21006,1
4479,21007,1
4480,21008,1
4481,21009,1
4483,21011,1
4484,21012,1
4485,21013,1
4486,21014,1
4487,21015,1
4488,21016,1
4491,21019,1
4493,21021,1
4494,21022,1
4495,21023,1
4496,21024,1
4497,21025,1
4498,21026,1
4499,21027,1
4500,21028,1
4501,21029,1
4502,21030,1
4503,21031,1
4505,21033,1
4506,21034,1
4507,21035,1
4508,21036,1
4509,21037,1
4510,21038,1
4511,21039,1
4512,21040,1
4513,21041,1
4514,21042,1
4515,21043,1
4516,21044,1
4517,21045,1
4518,21046,1
4519,21047,1
4520,21048,1
4521,21049,1
4522,21050,1
4523,21051,1
4524,21052,1
4525,21053,1
4526,21054,1
4527,21055,1
4528,21056,1
4529,21057,1
4530,21058,1
4532,21060,1
4534,21062,1
4535,21063,1
4536,21064,1
4537,21065,1
4538,21066,1
4540,21068,1
4542,21070,1
4543,21071,1
4544,21072,1
4546,21074,1
4548,21076,1
4549,21077,1
4551,21079,1
4553,21081,1
4555,21083,1
4557,21085,1
4558,21086,1
4559,21087,1
4560,21088,1
4561,21089,1
4562,21090,1
4563,21091,1
4564,21092,1
4565,21093,1
4566,21094,1
4567,21095,1
4568,21096,1
4569,21097,1
4572,21100,1
4573,21101,1
4574,21102,1
4575,21103,1
4576,21104,1
4577,21105,1
4578,21106,1
4579,21107,1
4581,21109,1
4582,21110,1
4583,21111,1
4584,21112,1
4585,21113,1
4586,21114,1
4587,21115,1
4590,21118,1
4591,21119,1
4592,21120,1
4593,21121,1
4594,21122,1
4595,21123,1
4597,21125,1
4598,21126,1
4599,21127,1
4600,21128,1
4602,21130,1
4603,21131,1
4604,21133,1
4605,21134,1
4606,21135,1
4607,21136,1
4608,21137,1
4609,21138,1
4610,21140,1
4613,21143,1
4614,21144,1
4615,21145,1
4617,21147,1
4618,21148,1
4619,21149,1
4622,21152,1
4623,21153,1
4624,21154,1
4626,21156,1
4628,21158,1
4630,21160,1
4631,21161,1
4636,21166,1
4637,21167,1
4638,21168,1
4639,21169,1
4641,21171,1
4642,21172,1
4643,21173,1
4644,21174,1
4646,21176,1
4647,21177,1
4648,21178,1
4649,21179,1
4650,21180,1
4651,21181,1
4652,21182,1
4653,21183,1
4654,21184,1
4655,21185,1
4656,21186,1
4657,21187,1
4659,21189,1
4663,21193,1
4664,21194,1
4665,21195,1
4666,21196,1
4667,21197,1
4669,21199,1
4671,21201,1
4672,21202,1
4673,21203,1
4674,21204,1
4675,21205,1
4676,21206,1
4677,21207,1
4678,21208,1
4679,21209,1
4680,21210,1
4681,21211,1
4682,21212,1
4684,21214,1
4685,21215,1
4687,21217,1
4688,21218,1
4689,21219,1
4690,21220,1
4691,21221,1
4692,21222,1
4693,21223,1
4694,21224,1
4695,21225,1
4696,21226,1
4697,21227,1
4698,21228,1
4701,21231,1
4703,21233,1
4704,21234,1
4705,21235,1
4706,21236,1
4707,21237,1
