299,40122
300,40123
307,40130
308,40131
309,40132
325,40172
327,40174
329,40176
330,40177
332,40179
333,40180
334,40181
335,40182
336,40183
337,40184
338,40185
339,40186
341,40188
344,40191
345,40192
346,40193
347,40194
348,40195
351,40198
352,40199
354,40201
360,40207
361,40208
371,40218
374,40221
376,40223
377,40224
380,40227
382,40229
394,40240
398,40244
399,40245
400,40246
401,40247
403,40249
405,40251
406,40252
407,40253
408,40263
412,40258
414,40260
416,40270
417,40271
419,40273
424,40278
428,40282
433,40287
436,40290
437,40291
438,40292
440,40294
442,40296
443,40297
444,40298
445,40299
448,40302
450,40304
452,40306
457,40311
459,40313
462,40315
464,40317
465,40318
472,40325
473,40326
474,40327
476,40329
477,40330
479,40332
480,40333
482,40335
483,40336
484,40337
488,40342
499,40354
506,40360
507,40361
509,40363
511,40365
512,40366
515,40369
517,40371
518,40372
522,40374
525,40377
526,40378
529,40381
530,40382
531,40383
534,40386
535,40387
537,40389
538,40390
539,40391
540,40392
541,40393
542,40394
543,40395
544,40396
545,40397
546,40398
547,40399
548,40400
549,40401
550,40402
551,40403
554,40406
555,40407
556,40408
557,40409
559,40411
560,40412
561,40413
562,40414
563,40415
565,40417
566,40418
570,40422
571,40423
574,40426
575,40427
577,40429
579,40431
580,40432
581,40433
584,40436
585,40437
589,40439
592,40442
593,40443
599,40449
602,40452
604,40454
605,40455
607,40457
619,40463
620,40464
621,40465
626,40470
628,40472
630,40474
631,40475
632,40476
633,40477
636,40480
637,40481
640,40484
641,40485
642,40486
648,40492
649,40493
650,40494
651,40495
652,40496
654,40498
655,40499
656,40500
658,40502
659,40503
660,40504
663,40507
664,40508
668,40510
670,40512
671,40513
672,40514
673,40515
674,40516
675,40517
677,40519
678,40520
679,40521
681,40523
684,40526
689,40531
690,40532
692,40534
693,40535
695,40537
697,40539
698,40540
699,40541
700,40542
712,40563
715,40567
716,40568
717,40569
718,40570
725,40576
730,40582
733,40585
737,40587
741,40591
744,40589
747,40590
749,40594
751,40595
756,40600
757,40601
758,40602
759,40603
761,40604
765,40608
767,40610
770,40613
775,40623
776,40624
777,40625
778,40626
779,40627
780,40628
781,40629
782,40630
783,40631
784,40632
785,40633
787,40635
789,40637
790,40638
794,40640
795,40641
796,40642
798,40644
802,40645
803,40646
804,40648
805,40649
807,40651
817,40661
821,40663
823,40665
824,40666
826,40668
827,40669
828,40670
831,40673
833,40675
834,40676
835,40677
836,40678
838,40680
839,40681
840,40682
841,40683
842,40684
843,40686
845,40688
853,40692
854,40693
855,40694
856,40695
857,40696
859,40698
860,40699
861,40700
863,40702
864,40703
865,40705
866,40706
868,40708
873,40713
874,40714
875,40715
876,40716
877,40717
879,40719
881,40721
885,40725
888,40728
890,40730
891,40731
892,40732
896,40733
908,40737
910,40739
912,40741
913,40742
915,40744
921,40753
922,40754
923,40755
924,40756
925,40757
926,40758
927,40759
928,40760
929,40761
930,40762
931,40763
932,40764
938,40770
940,40772
942,40774
943,40775
944,40776
945,40777
946,40778
947,40779
948,40780
949,40781
952,40784
953,40785
954,40786
955,40787
956,40788
957,40789
958,40790
959,40791
961,40793
964,40796
966,40797
967,40798
968,40799
969,40800
970,40801
971,40802
973,40804
974,40805
975,40806
976,40807
977,40808
978,40809
980,40811
982,40813
983,40814
984,40815
985,40816
987,40818
989,40820
991,40822
995,40826
999,40830
1000,40831
1002,40833
1004,40835
1006,40837
1007,40838
1008,40839
1010,40841
1011,40842
1012,40843
1013,40844
1014,40845
1015,40846
1017,40847
1018,40848
1020,40850
1021,40851
1022,40852
1025,40854
1026,40855
1027,40856
1029,40857
1031,40859
1034,40862
1035,40863
1036,40864
1038,40866
1040,40868
1042,40870
1046,40872
1048,40874
1052,40878
1053,40879
1055,40881
1057,40883
1060,40886
1062,40888
1064,40890
1065,40891
1066,40892
1067,40893
1068,40894
1069,40895
1070,40896
1071,40897
1073,40899
1074,40900
1076,40902
1077,40903
1079,40905
1081,40907
1083,40909
1084,40910
1086,40912
1094,40920
1096,40922
1098,40924
1099,40925
1100,40926
1102,40928
1107,40930
1109,40932
