BB ID 1,BB ID 2,AB,BA
62271,197090,38572,109978
62271,197091,99382,110092
62271,197093,104783,110137
62271,197095,110321,110219
62271,197092,110212,110199
62271,197094,110345,110217
62271,197096,108291,110167
62271,151798,33370,110023
62272,197090,56465,110258
62272,197091,104327,110277
62272,197093,107051,110282
62272,197095,110382,110341
62272,197092,110314,110338
62272,197094,110395,110343
62272,197096,109053,110293
62272,151798,52721,110257
62274,197090,57311,110311
62274,197091,104825,110334
62274,197093,107316,110342
62274,197095,110394,110395
62274,197092,110332,110391
62274,197094,110403,110398
62274,197096,109118,110358
62274,151798,53574,110303
62276,197090,56749,110260
62276,197091,104483,110278
62276,197093,107142,110283
62276,197095,110381,110342
62276,197092,110320,110339
62276,197094,110392,110344
62276,197096,109078,110294
62276,151798,52979,110258
62275,197090,57500,110373
62275,197091,104940,110391
62275,197093,107402,110398
62275,197095,110405,110433
62275,197092,110351,110430
62275,197094,110414,110436
62275,197096,109179,110410
62275,151798,53776,110369
62273,197090,51368,109771
62273,197091,102605,109911
62273,197093,105884,109941
62273,197095,110299,110039
62273,197092,110195,110016
62273,197094,110317,110039
62273,197096,108439,109970
62273,151798,43687,109816
45274,197090,82222,105748
45274,197091,96147,107718
45274,197093,101698,108143
45274,197095,109942,108747
45274,197092,109782,108684
45274,197094,110019,108770
45274,197096,106481,108318
45274,151798,26571,106391
