BB ID 1,BB ID 2,AB,BA
17435,125554,20030,75
17435,125555,169,44
17435,125556,110605,164
17435,125557,108,79
17435,125558,105,69
17435,125559,3488,64
17435,125560,110598,151
17435,125561,110608,164
17435,125562,110611,158
17435,125563,1753,49
17436,125554,109831,147
17436,125555,3996,98
17436,125556,110638,248
17436,125557,461,71
17436,125558,515,71
17436,125559,108197,134
17436,125560,110630,243
17436,125561,110636,247
17436,125562,110641,244
17436,125563,81918,109
17437,125554,144,56
17437,125555,33,219
17437,125556,109845,65
17437,125557,58,1123
17437,125558,52,914
17437,125559,107,90
17437,125560,109335,59
17437,125561,109878,65
17437,125562,109987,63
17437,125563,77,89
17438,125554,110207,229
17438,125555,36772,168
17438,125556,110642,330
17438,125557,3996,128
17438,125558,4869,131
17438,125559,109843,212
17438,125560,110637,325
17438,125561,110641,325
17438,125562,110644,327
17438,125563,109452,167
17439,125554,110209,230
17439,125555,38658,170
17439,125556,110642,329
17439,125557,4079,129
17439,125558,4969,132
17439,125559,109846,210
17439,125560,110637,323
17439,125561,110641,324
17439,125562,110644,330
17439,125563,109455,164
17440,125554,94172,87
17440,125555,284,51
17440,125556,110618,183
17440,125557,131,60
17440,125558,129,56
17440,125559,11954,71
17440,125560,110603,175
17440,125561,110619,185
17440,125562,110626,177
17440,125563,6270,63
17441,125554,250,61
17441,125555,51,180
17441,125556,110403,78
17441,125557,73,686
17441,125558,63,577
17441,125559,191,100
17441,125560,110326,77
17441,125561,110412,80
17441,125562,110440,79
17441,125563,150,101
17442,125554,238,68
17442,125555,49,209
17442,125556,110354,76
17442,125557,72,911
17442,125558,61,743
17442,125559,178,114
17442,125560,110246,73
17442,125561,110363,74
17442,125562,110401,74
17442,125563,136,114
17443,125554,249,69
17443,125555,52,218
17443,125556,110358,77
17443,125557,78,954
17443,125558,73,787
17443,125559,187,119
17443,125560,110257,76
17443,125561,110373,78
17443,125562,110408,77
17443,125563,146,118
17444,125554,110107,207
17444,125555,10671,132
17444,125556,110640,331
17444,125557,1100,130
17444,125558,1176,128
17444,125559,109507,193
17444,125560,110636,329
17444,125561,110639,335
17444,125562,110644,324
17444,125563,109083,191
