BB ID 1,BB ID 2,AB,BA
62259,197097,108336,40653
62260,197097,109615,4653
62262,197097,109552,18751
62264,197097,109535,30391
62263,197097,109568,7683
62261,197097,109645,4002
45289,197097,109657,5615
62259,197098,5162,108811
62260,197098,94948,105596
62262,197098,106659,97023
62264,197098,106525,85329
62263,197098,106382,103596
62261,197098,51324,105780
45289,197098,79647,105990
62259,197100,31740,108687
62260,197100,30845,105580
62262,197100,57239,101511
62264,197100,91282,97585
62263,197100,30791,104500
62261,197100,30143,106066
45289,197100,32525,105920
62259,197102,44424,108649
62260,197102,32327,105488
62262,197102,17370,101079
62264,197102,24259,96057
62263,197102,22686,104334
62261,197102,41281,106042
45289,197102,38112,105841
62259,197099,4915,108809
62260,197099,38339,105383
62262,197099,105473,101010
62264,197099,105485,91284
62263,197099,93824,104475
62261,197099,18450,105873
45289,197099,35687,105925
62259,197101,22538,108671
62260,197101,15184,105568
62262,197101,17274,101270
62264,197101,65060,96918
62263,197101,11369,104426
62261,197101,16592,106048
45289,197101,14853,105869
62259,197103,10327,108705
62260,197103,20887,105562
62262,197103,101504,102356
62264,197103,101887,99916
62263,197103,38891,104535
62261,197103,13841,106016
45289,197103,25438,106021
62259,151810,4278,108837
62260,151810,105834,60195
62262,151810,107411,49373
62264,151810,107358,47567
62263,151810,107225,43965
62261,151810,89714,87132
45289,151810,104710,98533
