BB ID 1,BB ID 2,AB,BA
17435,125554,224,13
17435,125555,1864,79
17435,125556,104927,26
17435,125557,212,95
17435,125558,355,108
17435,125559,57,10
17435,125560,92724,12
17435,125561,97550,16
17435,125562,97243,12
17435,125563,1,3
17436,125554,18044,39
17436,125555,13436,93
17436,125556,109011,57
17436,125557,844,78
17436,125558,1085,88
17436,125559,2476,31
17436,125560,107392,33
17436,125561,107884,36
17436,125562,107848,32
17436,125563,295,9
17437,125554,6,14
17437,125555,180,402
17437,125556,175,7
17437,125557,105,3868
17437,125558,144,3612
17437,125559,8,24
17437,125560,26,1
17437,125561,41,1
17437,125562,40,1
17437,125563,0,4
17438,125554,88387,58
17438,125555,73657,138
17438,125556,109632,75
17438,125557,6322,114
17438,125558,12452,138
17438,125559,47439,57
17438,125560,109058,50
17438,125561,109236,54
17438,125562,109223,45
17438,125563,2086,19
17439,125554,90946,60
17439,125555,78137,150
17439,125556,109659,77
17439,125557,8508,126
17439,125558,16207,147
17439,125559,56099,60
17439,125560,109134,52
17439,125561,109315,56
17439,125562,109298,48
17439,125563,2376,18
17440,125554,1056,24
17440,125555,4566,110
17440,125556,107230,39
17440,125557,656,149
17440,125558,910,165
17440,125559,356,19
17440,125560,102637,23
17440,125561,104415,24
17440,125562,104335,20
17440,125563,10,5
17441,125554,30,22
17441,125555,9301,674
17441,125556,61718,13
17441,125557,607,2890
17441,125558,1197,2881
17441,125559,36,38
17441,125560,2090,3
17441,125561,6600,3
17441,125562,6078,3
17441,125563,0,0
17442,125554,23,20
17442,125555,3738,670
17442,125556,18129,11
17442,125557,461,4227
17442,125558,687,4124
17442,125559,27,37
17442,125560,452,2
17442,125561,1049,2
17442,125562,1006,2
17442,125563,0,2
17443,125554,38,26
17443,125555,21636,1063
17443,125556,69675,14
17443,125557,1515,6536
17443,125558,2907,6475
17443,125559,47,45
17443,125560,3152,4
17443,125561,9694,5
17443,125562,8989,4
17443,125563,0,1
17444,125554,104752,71
17444,125555,105563,548
17444,125556,109908,90
17444,125557,95977,560
17444,125558,99265,659
17444,125559,101359,85
17444,125560,109587,60
17444,125561,109686,67
17444,125562,109678,54
17444,125563,24583,11
