BB ID 1,BB ID 2,AB,BA
986,109472,107421,95450
986,109473,100130,86463
986,109475,90244,76317
986,109476,105788,72642
986,109477,106742,70146
986,109478,106892,72638
986,109480,106310,73781
986,109474,108491,95252
986,109481,108260,79202
986,109483,107913,79798
986,109484,104606,87589
986,109485,107032,95948
986,109487,108780,88686
986,109490,107120,86977
986,109489,109915,89795
986,109491,109977,89801
986,109492,109847,89691
986,109494,108548,88458
986,109495,107954,87915
986,109496,105886,89427
986,109497,99481,95887
986,109499,98811,94312
986,109500,107989,87243
986,109493,109516,89051
986,109501,88776,79261
986,109488,104939,87437
986,109502,106733,85845
986,109503,104077,84407
986,109486,104107,93841
986,109504,98660,86963
986,109505,103821,83118
986,109506,107677,84869
986,109507,106712,85262
986,109508,106696,85073
986,109509,92721,81228
986,109498,108838,88692
986,109510,105576,104126
986,109511,109410,92333
986,109512,109649,78443
986,109513,108933,78422
986,109514,102814,84116
986,109482,97080,94131
986,109479,100866,78805
986,109515,91977,72005
987,109472,107497,102919
987,109473,100353,98878
987,109475,85931,74192
987,109476,104669,70450
987,109477,105792,67772
987,109478,106049,70425
987,109480,106668,97355
987,109474,108576,104535
987,109481,108326,99511
987,109483,107889,97595
987,109484,104463,99523
987,109485,106348,95072
987,109487,108514,87436
987,109490,106473,85143
987,109489,109878,88131
987,109491,109948,88138
987,109492,109811,88039
987,109494,108112,86706
987,109495,107517,86145
987,109496,104801,88453
987,109497,98455,96959
987,109499,96972,94280
987,109500,107556,85503
987,109493,109458,87414
987,109501,84584,78126
987,109488,104114,86553
987,109502,105780,83997
987,109503,103149,82566
987,109486,103245,92891
987,109504,96487,85922
987,109505,102855,81712
987,109506,107301,82918
987,109507,105747,83492
987,109508,105721,83280
987,109509,89100,79973
987,109498,108636,86997
987,109510,105068,106120
987,109511,109460,103248
987,109512,109677,95987
987,109513,108990,96176
987,109514,103059,98554
987,109482,95505,95529
987,109479,99264,76907
987,109515,88004,69916
988,109472,107577,107945
988,109473,98798,105175
988,109475,62314,74229
988,109476,100207,59966
988,109477,102502,58575
988,109478,102851,61729
988,109480,106984,106534
988,109474,108679,108467
988,109481,108325,107687
988,109483,107891,106892
988,109484,104168,106960
988,109485,104297,97732
988,109487,107242,82148
988,109490,103642,80262
988,109489,109676,73387
988,109491,109776,73528
988,109492,109595,73324
988,109494,106170,78530
988,109495,105200,80274
988,109496,101230,85975
988,109497,96104,103724
988,109499,94155,102308
988,109500,104997,74190
988,109493,108944,72703
988,109501,80373,95819
988,109488,100507,88033
988,109502,102972,81405
988,109503,97691,80869
988,109486,99809,97076
988,109504,85463,90260
988,109505,95991,75951
988,109506,104388,68614
988,109507,102080,72401
988,109508,102013,71892
988,109509,77884,89758
988,109498,107229,76874
988,109510,104305,107381
988,109511,109363,107932
988,109512,109622,105805
988,109513,108657,105328
988,109514,101767,105487
988,109482,90876,102689
988,109479,87046,72993
988,109515,71229,75500
989,109472,106807,109397
989,109473,95498,108617
989,109475,44481,103948
989,109476,77763,84502
989,109477,84210,80015
989,109478,86548,82967
989,109480,106897,109215
989,109474,108473,109596
989,109481,108231,109471
989,109483,107189,109429
989,109484,102877,108990
989,109485,103408,107795
989,109487,104758,102233
989,109490,100784,104818
989,109489,108686,70470
989,109491,109107,63971
989,109492,108411,67774
989,109494,103433,101407
989,109495,102539,103557
989,109496,99594,106603
989,109497,95640,108135
989,109499,93776,107931
989,109500,101326,101029
989,109493,106256,82973
989,109501,79091,106756
989,109488,100524,107120
989,109502,100069,105019
989,109503,94118,105618
989,109486,98285,107566
989,109504,82988,106607
989,109505,89814,104807
989,109506,97859,96631
989,109507,94859,101285
989,109508,94470,101052
989,109509,76187,106250
989,109498,104262,99784
989,109510,102964,108969
989,109511,109240,109575
989,109512,109589,109492
989,109513,108360,109354
989,109514,99809,108787
989,109482,87502,107913
989,109479,77224,102515
989,109515,65246,103118
991,109472,106600,110001
991,109473,87065,109662
991,109475,4564,108853
991,109476,55130,107699
991,109477,67598,107364
991,109478,72254,107602
991,109480,107591,109999
991,109474,108133,110046
991,109481,107606,110018
991,109483,106709,110006
991,109484,100081,109779
991,109485,100878,109524
991,109487,103235,109185
991,109490,95722,109132
991,109489,107449,108334
991,109491,107557,107834
991,109492,106987,108283
991,109494,100921,109084
991,109495,99170,109154
991,109496,93165,109288
991,109497,86095,109482
991,109499,84966,109439
991,109500,96819,108930
991,109493,105138,108690
991,109501,72629,109246
991,109488,95013,109335
991,109502,94166,109115
991,109503,84226,109099
991,109486,90536,109440
991,109504,66199,109217
991,109505,77821,109089
991,109506,89889,108815
991,109507,85251,108904
991,109508,84759,108896
991,109509,63488,109157
991,109498,102455,109104
991,109510,99369,109766
991,109511,108669,110035
991,109512,109159,110034
991,109513,107188,109979
991,109514,94395,109737
991,109482,73978,109418
991,109479,61670,108761
991,109515,56961,108816
992,109472,106582,110020
992,109473,86553,109705
992,109475,2918,108938
992,109476,46243,107884
992,109477,61940,107591
992,109478,66852,107767
992,109480,107670,110023
992,109474,108128,110062
992,109481,107675,110042
992,109483,106699,110022
992,109484,99142,109800
992,109485,99499,109555
992,109487,102351,109253
992,109490,93254,109184
992,109489,107287,108453
992,109491,107381,108031
992,109492,106784,108413
992,109494,99564,109149
992,109495,97368,109201
992,109496,90380,109330
992,109497,84084,109521
992,109499,83041,109484
992,109500,94511,109001
992,109493,104645,108775
992,109501,69663,109300
992,109488,92640,109378
992,109502,91449,109171
992,109503,80630,109161
992,109486,87703,109461
992,109504,62659,109283
992,109505,73370,109153
992,109506,86952,108870
992,109507,81894,108970
992,109508,81299,108961
992,109509,59372,109219
992,109498,101425,109157
992,109510,98298,109794
992,109511,108461,110054
992,109512,109099,110048
992,109513,107078,109994
992,109514,93994,109787
992,109482,70536,109462
992,109479,57315,108868
992,109515,52266,108899
993,109472,106585,110021
993,109473,87050,109710
993,109475,2761,108933
993,109476,47415,107901
993,109477,61954,107588
993,109478,67291,107782
993,109480,107672,110026
993,109474,108159,110063
993,109481,107682,110044
993,109483,106699,110026
993,109484,99599,109810
993,109485,99466,109559
993,109487,102307,109256
993,109490,93248,109188
993,109489,107267,108471
993,109491,107353,108042
993,109492,106759,108435
993,109494,99525,109155
993,109495,97327,109208
993,109496,90379,109336
993,109497,83542,109510
993,109499,82506,109478
993,109500,94500,109010
993,109493,104603,108785
993,109501,68964,109295
993,109488,92701,109381
993,109502,91484,109173
993,109503,80835,109165
993,109486,87716,109468
993,109504,61846,109275
993,109505,73627,109160
993,109506,87052,108876
993,109507,82039,108973
993,109508,81463,108967
993,109509,58636,109213
993,109498,101377,109162
993,109510,98791,109800
993,109511,108534,110058
993,109512,109115,110057
993,109513,107121,109998
993,109514,94194,109791
993,109482,69856,109459
993,109479,56550,108861
993,109515,51487,108893
994,109472,106790,109536
994,109473,95519,108881
994,109475,34023,104696
994,109476,72940,88674
994,109477,79833,84564
994,109478,82805,87420
994,109480,107158,109451
994,109474,108471,109708
994,109481,108170,109626
994,109483,107138,109591
994,109484,102886,109165
994,109485,102471,108030
994,109487,104042,103834
994,109490,99136,105698
994,109489,107946,53341
994,109491,108414,40159
994,109492,107114,51697
994,109494,102498,103231
994,109495,101323,104971
994,109496,97586,106998
994,109497,92568,108275
994,109499,90596,108105
994,109500,99818,102822
994,109493,105475,85589
994,109501,74419,107111
994,109488,98834,107416
994,109502,98196,105783
994,109503,91036,106178
994,109486,95865,107821
994,109504,78901,106973
994,109505,86329,105730
994,109506,95384,99309
994,109507,91839,102892
994,109508,91486,102690
994,109509,71134,106604
994,109498,103534,102030
994,109510,102999,109154
994,109511,109147,109720
994,109512,109582,109636
994,109513,108343,109523
994,109514,99739,109019
994,109482,84010,108096
994,109479,72319,103694
994,109515,58138,103937
990,109472,107598,107971
990,109473,98877,105263
990,109475,61649,73538
990,109476,99306,53123
990,109477,101877,51665
990,109478,102257,55017
990,109480,106995,106574
990,109474,108682,108487
990,109481,108327,107817
990,109483,107889,107158
990,109484,104175,107000
990,109485,104187,97384
990,109487,106849,76290
990,109490,103133,74622
990,109489,109642,66078
990,109491,109751,66101
990,109492,109561,65985
990,109494,105884,72398
990,109495,104878,74503
990,109496,100536,81556
990,109497,95833,103636
990,109499,93829,102192
990,109500,104680,68118
990,109493,108795,65241
990,109501,80126,95732
990,109488,100034,86122
990,109502,102393,76680
990,109503,96478,76367
990,109486,99577,96784
990,109504,85048,89871
990,109505,94581,69266
990,109506,103972,60486
990,109507,101370,65573
990,109508,101312,64981
990,109509,77626,89534
990,109498,106831,70441
990,109510,104322,107404
990,109511,109363,107996
990,109512,109621,105922
990,109513,108656,105492
990,109514,101813,105564
990,109482,90528,102555
990,109479,85078,67992
990,109515,68964,72884
995,109472,107415,100557
995,109473,99382,90847
995,109475,84102,70566
995,109476,104679,67790
995,109477,105732,66364
995,109478,105968,69157
995,109480,106767,97370
995,109474,108538,103766
995,109481,108230,95810
995,109483,107817,91033
995,109484,104338,92895
995,109485,106384,94917
995,109487,108464,84380
995,109490,106285,81949
995,109489,109878,85094
995,109491,109947,85117
995,109492,109805,85005
995,109494,108053,83404
995,109495,107508,82881
995,109496,104872,87176
995,109497,98853,97257
995,109499,97404,94667
995,109500,107542,82300
995,109493,109458,84344
995,109501,85699,81519
995,109488,104363,87108
995,109502,105627,81479
995,109503,103125,80490
995,109486,103344,92253
995,109504,96199,85155
995,109505,102708,78405
995,109506,107299,79553
995,109507,105540,80065
995,109508,105520,79836
995,109509,89032,80118
995,109498,108585,83625
995,109510,104680,102261
995,109511,109411,96449
