BB ID 1,BB ID 2,AB,BA
1161,109329,40203,62299
1161,109330,5968,109890
1161,109332,51162,109874
1161,109333,86219,109868
1161,109334,69927,109863
1161,109335,46890,109855
1161,109336,82874,109860
1161,109338,99790,109862
1161,109341,21283,109847
1161,109337,7807,109841
1161,109342,6316,109843
1161,109344,80868,109858
1161,109339,57383,109857
1161,109345,43445,109862
1161,109346,29730,109858
1161,109347,92228,109865
1161,109340,60858,109860
1161,109348,12804,109853
1161,109349,18264,109854
1161,109343,7722,109854
1161,109331,5593,109879
1161,109350,2373,109917
1162,109329,110175,9203
1162,109330,105500,101860
1162,109332,35463,102808
1162,109333,68037,102563
1162,109334,34908,102422
1162,109335,11583,102028
1162,109336,45648,102216
1162,109338,80475,102339
1162,109341,8440,101787
1162,109337,4288,101230
1162,109342,7779,100601
1162,109344,56955,102314
1162,109339,22030,102151
1162,109345,19316,101897
1162,109346,13393,101790
1162,109347,67599,102367
1162,109340,15576,101939
1162,109348,9190,101142
1162,109349,20349,101417
1162,109343,4180,101576
1162,109331,90871,102691
1162,109350,108778,16306
1164,109329,110145,64146
1164,109330,105536,61416
1164,109332,35528,68891
1164,109333,6447,67888
1164,109334,2216,67682
1164,109335,655,59539
1164,109336,894,65006
1164,109338,9077,67704
1164,109341,55211,44354
1164,109337,89808,4072
1164,109342,96820,4571
1164,109344,12751,69450
1164,109339,5751,60556
1164,109345,37395,31117
1164,109346,60977,16975
1164,109347,8836,69235
1164,109340,4119,65617
1164,109348,91175,3255
1164,109349,91051,6434
1164,109343,92434,11099
1164,109331,103838,51013
1164,109350,108590,63923
1165,109329,110137,91260
1165,109330,105458,87357
1165,109332,54851,45546
1165,109333,1270,38755
1165,109334,1294,40095
1165,109335,1098,12309
1165,109336,29,30849
1165,109338,474,38056
1165,109341,63698,8888
1165,109337,92386,18989
1165,109342,98093,26246
1165,109344,6568,37857
1165,109339,10513,12254
1165,109345,57945,2413
1165,109346,70547,5603
1165,109347,838,38254
1165,109340,1393,21513
1165,109348,93203,14563
1165,109349,92467,16286
1165,109343,94848,35226
1165,109331,103663,79121
1165,109350,108557,88873
1167,109329,110138,92578
1167,109330,105422,94398
1167,109332,56445,59423
1167,109333,2435,45284
1167,109334,1789,47039
1167,109335,567,16772
1167,109336,4,31889
1167,109338,218,39333
1167,109341,59990,11368
1167,109337,90871,16886
1167,109342,97063,19332
1167,109344,2319,36591
1167,109339,4379,10045
1167,109345,49935,832
1167,109346,64015,2486
1167,109347,373,39352
1167,109340,481,21683
1167,109348,90603,5042
1167,109349,89313,3775
1167,109343,92668,21183
1167,109331,103622,88661
1167,109350,108556,94459
1169,109329,110144,63646
1169,109330,105492,94512
1169,109332,47745,87168
1169,109333,13947,83404
1169,109334,6818,83747
1169,109335,708,78282
1169,109336,2984,79415
1169,109338,12216,80680
1169,109341,24753,76856
1169,109337,84347,26259
1169,109342,93746,14907
1169,109344,6258,79035
1169,109339,812,75103
1169,109345,7859,62856
1169,109346,13920,44109
1169,109347,8917,81089
1169,109340,1988,79362
1169,109348,82967,7775
1169,109349,83217,17107
1169,109343,86884,25018
1169,109331,103773,90205
1169,109350,108597,76285
1171,109329,110164,59016
1171,109330,105342,105494
1171,109332,48506,102124
1171,109333,43377,100994
1171,109334,17304,101117
1171,109335,1444,100410
1171,109336,8307,99971
1171,109338,25126,99895
1171,109341,2374,100417
1171,109337,1433,99990
1171,109342,9939,97802
1171,109344,9048,99818
1171,109339,368,99388
1171,109345,133,98159
1171,109346,191,98526
1171,109347,22926,100325
1171,109340,1176,100041
1171,109348,9196,99944
1171,109349,11548,99522
1171,109343,4359,100891
1171,109331,102984,104851
1171,109350,108689,105895
1172,109329,110148,32370
1172,109330,105790,104432
1172,109332,28024,98815
1172,109333,23630,97355
1172,109334,15536,97997
1172,109335,7560,97956
1172,109336,9654,96819
1172,109338,31830,96613
1172,109341,20599,98131
1172,109337,79536,99446
1172,109342,94562,98857
1172,109344,12209,96667
1172,109339,2579,96880
1172,109345,21711,97555
1172,109346,21516,97592
1172,109347,25511,97104
1172,109340,7220,97553
1172,109348,80310,98119
1172,109349,87210,98111
1172,109343,75467,98992
1172,109331,104115,104096
1172,109350,108682,80371
1175,109329,110163,34042
1175,109330,105655,106598
1175,109332,27018,104652
1175,109333,46573,104123
1175,109334,32487,104328
1175,109335,16531,104411
1175,109336,19879,103907
1175,109338,52892,103768
1175,109341,28639,104709
1175,109337,21578,105039
1175,109342,45486,105108
1175,109344,16846,103793
1175,109339,7221,104056
1175,109345,30648,104431
1175,109346,25666,104520
1175,109347,40105,103925
1175,109340,9490,104133
1175,109348,36945,104792
1175,109349,73381,104755
1175,109343,14503,105146
1175,109331,103772,106362
1175,109350,108777,108049
1176,109329,110165,29374
1176,109330,105552,106233
1176,109332,25694,104296
1176,109333,54074,103852
1176,109334,36590,104045
1176,109335,18939,104096
1176,109336,27563,103598
1176,109338,59872,103430
1176,109341,26869,104378
1176,109337,19321,104644
1176,109342,35600,104667
1176,109344,18878,103390
1176,109339,8044,103651
1176,109345,30920,104077
1176,109346,27776,104187
1176,109347,44544,103555
1176,109340,13929,103842
1176,109348,25192,104273
1176,109349,58506,104276
1176,109343,8031,104646
1176,109331,103704,106021
1176,109350,108782,107875
1168,109329,110139,76881
1168,109330,105553,92581
1168,109332,56753,73706
1168,109333,6400,64255
1168,109334,4484,66430
1168,109335,557,50327
1168,109336,131,56979
1168,109338,3807,60049
1168,109341,59065,42545
1168,109337,89840,18394
1168,109342,96731,19438
1168,109344,4809,58480
1168,109339,2401,41660
1168,109345,40656,11245
1168,109346,57103,6090
1168,109347,3310,60746
1168,109340,1848,55816
1168,109348,89179,4761
1168,109349,88607,7226
1168,109343,92051,25227
1168,109331,103799,88238
1168,109350,108570,81324
1177,109329,110144,65378
1177,109330,105593,103130
1177,109332,53692,92173
1177,109333,20187,87973
1177,109334,8674,88282
1177,109335,448,83763
1177,109336,3837,84648
1177,109338,8931,84167
1177,109341,5718,76370
1177,109337,74664,34628
1177,109342,90932,28118
1177,109344,6574,84390
1177,109339,520,81192
1177,109345,2581,69939
1177,109346,6033,62946
1177,109347,7477,85009
1177,109340,321,82836
1177,109348,77208,28347
1177,109349,75627,37138
1177,109343,81826,44349
1177,109331,103737,100815
1177,109350,108593,85965
1178,109329,110139,56223
1178,109330,105827,103610
1178,109332,57161,92015
1178,109333,13950,87696
1178,109334,13131,89691
1178,109335,5563,88977
1178,109336,4734,86733
1178,109338,14233,85940
1178,109341,71694,91972
1178,109337,93443,95867
1178,109342,97802,87705
1178,109344,6628,85666
1178,109339,6982,87610
1178,109345,55235,88998
1178,109346,63146,88799
1178,109347,14211,87188
1178,109340,3649,87770
1178,109348,91224,87198
1178,109349,91340,90056
1178,109343,91468,82540
1178,109331,104142,102894
1178,109350,108609,80611
1182,109329,110139,43800
1182,109330,105847,104724
1182,109332,52629,97765
1182,109333,18890,95404
1182,109334,14563,96367
1182,109335,14711,96955
1182,109336,7362,94874
1182,109338,19032,94177
1182,109341,75142,98081
1182,109337,94901,100852
1182,109342,98457,101273
1182,109344,8769,94441
1182,109339,10151,95871
1182,109345,67356,97036
1182,109346,71698,97268
1182,109347,15296,94785
1182,109340,5281,95759
1182,109348,93139,99072
1182,109349,93585,98527
1182,109343,92977,100671
1182,109331,104214,104305
1182,109350,108652,96939
1183,109329,110142,38129
1183,109330,105846,103888
1183,109332,37033,95882
1183,109333,20242,93602
1183,109334,13856,94570
1183,109335,10745,94940
1183,109336,9863,93099
1183,109338,22922,92407
1183,109341,69486,96235
1183,109337,92614,98640
1183,109342,97300,95764
1183,109344,8973,92123
1183,109339,7694,93489
1183,109345,33629,94094
1183,109346,42511,94239
1183,109347,20202,93204
1183,109340,6282,93856
1183,109348,91077,95656
1183,109349,92515,96294
1183,109343,90424,95402
1183,109331,104302,103460
1183,109350,108656,83190
1166,109329,110150,65879
1166,109330,105490,98103
1166,109332,47009,87616
1166,109333,12858,83425
1166,109334,6330,83945
1166,109335,713,79192
1166,109336,2953,80242
1166,109338,8300,79594
1166,109341,27393,78610
1166,109337,82977,25401
1166,109342,93803,19118
1166,109344,11583,82072
1166,109339,2836,78851
1166,109345,10038,69304
1166,109346,21865,62360
1166,109347,8739,81600
1166,109340,3017,81072
1166,109348,84404,18758
1166,109349,85339,38831
1166,109343,87917,37349
1166,109331,103784,95863
1166,109350,108600,80508
1184,109329,110174,55019
1184,109330,105212,106415
1184,109332,44458,104475
1184,109333,50300,103799
1184,109334,21473,103880
1184,109335,1930,103541
1184,109336,12247,103264
1184,109338,32655,103151
1184,109341,1655,103641
1184,109337,646,103655
1184,109342,716,103309
1184,109344,9070,103069
1184,109339,724,102903
1184,109345,322,102483
1184,109346,366,102682
1184,109347,28093,103377
1184,109340,1441,103207
1184,109348,1137,103212
1184,109349,1444,102905
1184,109343,822,103986
1184,109331,102759,106115
