BB ID 1,BB ID 2,AB,BA
36366,143466,2691,35927
36366,143467,4475,109993
36366,143472,5996,109987
36366,143468,2195,110017
36366,143471,1188,109985
36368,143466,3998,110265
36368,143467,5976,110163
36368,143472,7215,110143
36368,143468,2890,110222
36368,143471,2236,110214
36369,143466,110136,6698
36369,143467,68810,107484
36369,143472,93440,107246
36369,143468,109939,10242
36369,143471,109453,20922
36370,143466,2533,110316
36370,143467,5406,110237
36370,143472,6808,110226
36370,143468,2284,110285
36370,143471,2077,110278
36373,143466,66784,10200
36373,143467,4760,109717
36373,143472,6665,109700
36373,143468,9641,109784
36373,143471,2335,109770
