BB ID 1,BB ID 2,AB,BA
1161,109329,3814,1238
1161,109330,3537,109765
1161,109332,10055,109718
1161,109333,27287,109713
1161,109334,35286,109711
1161,109335,56346,109706
1161,109336,84971,109715
1161,109338,102300,109716
1161,109341,44139,109711
1161,109337,27176,109712
1161,109342,29531,109712
1161,109344,90585,109719
1161,109339,70331,109716
1161,109345,63952,109718
1161,109346,50256,109721
1161,109347,104493,109716
1161,109340,85968,109714
1161,109348,35898,109714
1161,109349,50832,109709
1161,109343,16175,109722
1161,109331,3718,109759
1161,109350,2730,109782
1162,109329,110151,5572
1162,109330,84846,3289
1162,109332,11041,104528
1162,109333,24054,104431
1162,109334,25521,104296
1162,109335,36197,104006
1162,109336,68620,104136
1162,109338,94134,104202
1162,109341,25790,103788
1162,109337,13341,103668
1162,109342,18720,103781
1162,109344,78137,104222
1162,109339,50561,104121
1162,109345,43802,104039
1162,109346,33554,103984
1162,109347,97910,104193
1162,109340,72768,104087
1162,109348,38971,103919
1162,109349,49970,103858
1162,109343,10020,104038
1162,109331,38326,3090
1162,109350,107791,2434
1164,109329,110150,22777
1164,109330,107155,17870
1164,109332,98445,10720
1164,109333,28974,30296
1164,109334,12825,51393
1164,109335,9578,72942
1164,109336,26823,80515
1164,109338,63690,81606
1164,109341,17297,4805
1164,109337,27507,115
1164,109342,28941,160
1164,109344,48486,83625
1164,109339,23232,80477
1164,109345,22982,73864
1164,109346,18801,34507
1164,109347,73806,81316
1164,109340,47078,79204
1164,109348,74185,6168
1164,109349,74301,38146
1164,109343,62231,1001
1164,109331,106563,15806
1164,109350,108113,19332
1165,109329,110151,63767
1165,109330,107292,60202
1165,109332,99351,52884
1165,109333,82509,34798
1165,109334,64803,26873
1165,109335,7036,5145
1165,109336,765,32886
1165,109338,9361,39827
1165,109341,69710,560
1165,109337,84823,718
1165,109342,84377,617
1165,109344,11323,44087
1165,109339,5375,10841
1165,109345,28245,2050
1165,109346,57716,418
1165,109347,17884,39972
1165,109340,5638,10923
1165,109348,86122,600
1165,109349,79840,149
1165,109343,92551,19050
1165,109331,106651,59466
1165,109350,108137,61596
1167,109329,110151,59035
1167,109330,107274,55395
1167,109332,99371,47800
1167,109333,83131,39563
1167,109334,65398,39887
1167,109335,9772,25943
1167,109336,1748,43822
1167,109338,9899,45656
1167,109341,73293,2932
1167,109337,86191,1384
1167,109342,84075,553
1167,109344,9902,49629
1167,109339,4470,24557
1167,109345,18473,4243
1167,109346,47849,557
1167,109347,16483,44608
1167,109340,3462,17788
1167,109348,84661,239
1167,109349,77577,73
1167,109343,92274,14233
1167,109331,106624,54049
1167,109350,108131,56441
1169,109329,110149,28907
1169,109330,107225,27639
1169,109332,99325,21309
1169,109333,65751,55563
1169,109334,28727,73960
1169,109335,14588,78555
1169,109336,24021,78170
1169,109338,62839,77888
1169,109341,52593,45548
1169,109337,79200,4527
1169,109342,69034,1536
1169,109344,45695,80006
1169,109339,18325,77495
1169,109345,26696,72749
1169,109346,27034,44193
1169,109347,71701,76886
1169,109340,32547,71902
1169,109348,65904,419
1169,109349,58472,2637
1169,109343,87828,2523
1169,109331,106638,26402
1169,109350,108112,25678
1171,109329,110146,9493
1171,109330,107073,5140
1171,109332,30285,58339
1171,109333,21903,100265
1171,109334,15914,99903
1171,109335,33784,99793
1171,109336,66545,100062
1171,109338,90456,100007
1171,109341,22366,98718
1171,109337,11446,97793
1171,109342,9068,97052
1171,109344,71037,100010
1171,109339,43031,99808
1171,109345,30811,99111
1171,109346,17569,98360
1171,109347,94799,99953
1171,109340,71052,99686
1171,109348,27516,96905
1171,109349,46327,97999
1171,109343,3874,69737
1171,109331,106153,4553
1171,109350,108119,7032
1172,109329,110151,21198
1172,109330,107207,20334
1172,109332,98291,40647
1172,109333,39212,93498
1172,109334,16153,93710
1172,109335,48514,94568
1172,109336,75807,94367
1172,109338,90854,93123
1172,109341,77087,94832
1172,109337,88015,94815
1172,109342,82157,92189
1172,109344,87087,94858
1172,109339,70526,95092
1172,109345,69289,94244
1172,109346,59138,93182
1172,109347,91348,92358
1172,109340,77529,92405
1172,109348,75906,83352
1172,109349,84488,89481
1172,109343,80092,53976
1172,109331,106601,20949
1172,109350,108150,20463
1175,109329,110153,13845
1175,109330,107122,12609
1175,109332,55423,73165
1175,109333,23288,100296
1175,109334,21285,100203
1175,109335,62611,100442
1175,109336,85736,100281
1175,109338,96135,99799
1175,109341,73961,100661
1175,109337,68249,100811
1175,109342,56318,100178
1175,109344,93789,100507
1175,109339,81409,100677
1175,109345,77450,100541
1175,109346,62160,100199
1175,109347,95887,99397
1175,109340,83484,99630
1175,109348,64143,98927
1175,109349,81044,99271
1175,109343,32202,96328
1175,109331,106324,14145
1175,109350,108108,12556
1176,109329,110153,13383
1176,109330,107165,10041
1176,109332,53186,48000
1176,109333,23212,99042
1176,109334,17911,98833
1176,109335,51112,99102
1176,109336,82562,99193
1176,109338,95268,98670
1176,109341,62392,99132
1176,109337,52426,99048
1176,109342,48637,98506
1176,109344,91335,99428
1176,109339,73522,99480
1176,109345,68865,99208
1176,109346,52610,98695
1176,109347,95846,98317
1176,109340,80546,98310
1176,109348,59015,96733
1176,109349,76774,97416
1176,109343,25796,78295
1176,109331,106327,9549
1176,109350,108127,10858
1168,109329,110152,63684
1168,109330,107331,60654
1168,109332,99697,56702
1168,109333,83613,38796
1168,109334,69024,35920
1168,109335,15712,17265
1168,109336,1629,36944
1168,109338,9188,40105
1168,109341,75104,2176
1168,109337,87083,2231
1168,109342,86951,2034
1168,109344,11755,44675
1168,109339,9866,21565
1168,109345,37487,5011
1168,109346,64220,1102
1168,109347,15849,39183
1168,109340,5396,11372
1168,109348,86953,786
1168,109349,81762,385
1168,109343,93588,25205
1168,109331,106679,60526
1168,109350,108142,61305
1177,109329,110148,36499
1177,109330,107341,37995
1177,109332,99617,35512
1177,109333,68814,59354
1177,109334,25644,68905
1177,109335,8586,73181
1177,109336,20000,76521
1177,109338,57037,76619
1177,109341,29321,10500
1177,109337,56285,406
1177,109342,54796,434
1177,109344,35965,77855
1177,109339,12241,73238
1177,109345,9553,54568
1177,109346,13426,10993
1177,109347,65225,75330
1177,109340,28706,69499
1177,109348,81971,2750
1177,109349,70932,8301
1177,109343,91212,11471
1177,109331,106657,36460
1177,109350,108139,36648
1178,109329,110153,55982
1178,109330,107366,55617
1178,109332,99581,52284
1178,109333,83212,61822
1178,109334,67317,73715
1178,109335,29858,74441
1178,109336,13502,67034
1178,109338,38411,62971
1178,109341,80146,57341
1178,109337,90248,39514
1178,109342,89897,33684
1178,109344,35560,69053
1178,109339,24584,69589
1178,109345,44405,62018
1178,109346,68947,50755
1178,109347,40190,60029
1178,109340,19111,56478
1178,109348,88970,10673
1178,109349,84864,15405
1178,109343,94245,36645
1178,109331,106723,55958
1178,109350,108171,54786
1182,109329,110153,43245
1182,109330,107267,43632
1182,109332,99202,46423
1182,109333,77064,83149
1182,109334,37143,88505
1182,109335,28939,87077
1182,109336,39764,85189
1182,109338,66283,82271
1182,109341,84049,87873
1182,109337,92218,78394
1182,109342,91149,71076
1182,109344,59769,85767
1182,109339,42167,86912
1182,109345,53033,85492
1182,109346,63424,83472
1182,109347,64974,79781
1182,109340,38086,79446
1182,109348,88333,43225
1182,109349,86189,68207
1182,109343,94172,46481
1182,109331,106700,44054
1182,109350,108156,42231
1183,109329,110152,29666
1183,109330,107251,28982
1183,109332,99390,30178
1183,109333,47808,73468
1183,109334,15767,84320
1183,109335,22713,87219
