BB ID 1,BB ID 2,AB,BA
36366,143466,107786,570
36366,143467,106,1567
36366,143472,3061,728
36366,143468,109597,859
36366,143471,25,33
36368,143466,4,8
36368,143467,474,107494
36368,143472,155,93839
36368,143468,0,2
36368,143471,116,89678
36369,143466,104480,361
36369,143467,9,44
36369,143472,11,20
36369,143468,107514,474
36369,143471,97,41
36370,143466,2,5
36370,143467,420,107131
36370,143472,136,85140
36370,143468,3,3
36370,143471,83,70436
36373,143466,835,38
36373,143467,145,27020
36373,143472,22,160
36373,143468,10940,75
36373,143471,5,34
