BB ID 1,BB ID 2,AB,BA
62259,197097,17376,109058
62259,197098,62690,109477
62259,197100,90088,109555
62259,197102,110114,109733
62259,197099,109886,109711
62259,197101,110167,109741
62259,197103,105431,109619
62259,151810,19776,109361
62260,197097,39858,109707
62260,197098,96895,109849
62260,197100,104271,109892
62260,197102,110264,109979
62260,197099,110150,109980
62260,197101,110297,109992
62260,197103,108182,109923
62260,151810,43620,109774
62262,197097,47697,109829
62262,197098,100691,109955
62262,197100,105895,109978
62262,197102,110303,110080
62262,197099,110196,110057
62262,197101,110319,110080
62262,197103,108559,110001
62262,151810,52087,109892
62264,197097,51620,109669
62264,197098,102468,109832
62264,197100,105971,109881
62264,197102,110279,109966
62264,197099,110158,109961
62264,197101,110301,109975
62264,197103,108500,109913
62264,151810,50526,109734
62263,197097,50997,110090
62263,197098,102494,110197
62263,197100,106347,110207
62263,197102,110341,110260
62263,197099,110264,110257
62263,197101,110355,110266
62263,197103,108802,110230
62263,151810,53751,110166
62261,197097,32871,108608
62261,197098,94956,109243
62261,197100,102177,109347
62261,197102,110155,109595
62261,197099,109950,109557
62261,197101,110188,109605
62261,197103,107093,109434
62261,151810,29563,108965
45289,197097,69308,86986
45289,197098,81416,101803
45289,197100,95797,104746
45289,197102,109510,106614
45289,197099,109251,106211
45289,197101,109616,106658
45289,197103,103804,105231
45289,151810,15100,96884
