BB ID 1,BB ID 2,AB,BA
986,109472,56619,92194
986,109473,45393,91859
986,109475,21148,90437
986,109476,11794,68865
986,109477,12734,81611
986,109478,11547,84565
986,109480,54575,92411
986,109474,28990,91423
986,109481,47784,92072
986,109483,42749,91981
986,109484,33753,91951
986,109485,42965,34039
986,109487,87500,12051
986,109490,49750,15079
986,109489,104286,744
986,109491,103859,728
986,109492,102903,1269
986,109494,45466,70101
986,109495,38268,76603
986,109496,23731,91240
986,109497,44889,92540
986,109499,40855,92489
986,109500,47776,81998
986,109493,93586,6303
986,109501,19698,90616
986,109488,18547,50499
986,109502,23213,88366
986,109503,31835,91955
986,109486,29068,91352
986,109504,51786,92406
986,109505,40354,92261
986,109506,40673,89424
986,109507,39452,91611
986,109508,41361,91655
986,109509,66278,93136
986,109498,33294,30055
986,109510,52894,92756
986,109511,53056,91917
986,109512,39482,90933
986,109513,41239,91326
986,109514,49316,92264
986,109482,21914,91336
986,109479,24840,91672
986,109515,84615,93034
987,109472,74996,95546
987,109473,60928,95255
987,109475,31698,94975
987,109476,12777,90442
987,109477,12237,92585
987,109478,11859,93334
987,109480,78063,95922
987,109474,42612,95225
987,109481,58128,94939
987,109483,36865,93699
987,109484,13739,90006
987,109485,12328,2549
987,109487,35705,80
987,109490,14423,170
987,109489,103599,48
987,109491,102779,63
987,109492,98311,46
987,109494,14712,24378
987,109495,12385,36960
987,109496,14525,92171
987,109497,40658,94235
987,109499,33829,93918
987,109500,20979,67606
987,109493,53196,150
987,109501,13524,92281
987,109488,5504,23219
987,109502,11244,87519
987,109503,16505,91760
987,109486,14405,91035
987,109504,42656,93635
987,109505,24795,92692
987,109506,18918,87191
987,109507,22478,91707
987,109508,23166,91569
987,109509,72154,95248
987,109498,11227,7284
987,109510,46233,94084
987,109511,51580,93615
987,109512,45109,93743
987,109513,53149,94462
987,109514,62339,95065
987,109482,30827,95019
987,109479,39535,95520
987,109515,93956,95940
988,109472,88672,105366
988,109473,80701,105420
988,109475,60536,105517
988,109476,24756,105506
988,109477,25386,105419
988,109478,28370,105445
988,109480,93076,105380
988,109474,66966,105295
988,109481,72476,105166
988,109483,53874,105006
988,109484,22148,104760
988,109485,4459,104526
988,109487,2716,104267
988,109490,2620,104353
988,109489,2853,28612
988,109491,3923,64885
988,109492,3155,95843
988,109494,11032,104736
988,109495,11025,104730
988,109496,29547,104948
988,109497,65438,104987
988,109499,59994,104954
988,109500,15817,104770
988,109493,4648,104445
988,109501,30258,104858
988,109488,7285,104641
988,109502,20057,104851
988,109503,36920,104840
988,109486,28777,104811
988,109504,65001,104949
988,109505,45119,104894
988,109506,29106,104832
988,109507,39180,104901
988,109508,40747,104902
988,109509,81894,105063
988,109498,8818,104790
988,109510,69825,104998
988,109511,71500,104977
988,109512,67757,105080
988,109513,72678,105165
988,109514,82301,105218
988,109482,62258,105252
988,109479,74066,105450
988,109515,104034,105437
989,109472,95075,108558
989,109473,85803,108562
989,109475,65616,108568
989,109476,29377,108570
989,109477,30871,108556
989,109478,34128,108560
989,109480,99908,108568
989,109474,80267,108567
989,109481,79095,108527
989,109483,59386,108489
989,109484,31202,108469
989,109485,12460,108450
989,109487,8799,108438
989,109490,9440,108423
989,109489,4608,108484
989,109491,6447,108485
989,109492,6944,108481
989,109494,17158,108480
989,109495,17855,108475
989,109496,36923,108487
989,109497,74536,108498
989,109499,69679,108494
989,109500,21195,108478
989,109493,11167,108491
989,109501,37745,108474
989,109488,17289,108471
989,109502,28081,108477
989,109503,45217,108469
989,109486,36521,108469
989,109504,70550,108482
989,109505,51932,108481
989,109506,34600,108476
989,109507,46541,108481
989,109508,47616,108477
989,109509,89233,108502
989,109498,17660,108496
989,109510,77881,108493
989,109511,76485,108493
989,109512,72096,108511
989,109513,77487,108526
989,109514,88565,108538
989,109482,74784,108546
989,109479,82343,108553
989,109515,106611,108548
991,109472,95846,109986
991,109473,86786,109988
991,109475,65069,109991
991,109476,28480,109992
991,109477,30168,109985
991,109478,33510,109985
991,109480,99694,109988
991,109474,80433,109988
991,109481,79566,109974
991,109483,61053,109968
991,109484,33110,109966
991,109485,14155,109955
991,109487,10076,109945
991,109490,11533,109944
991,109489,5067,109940
991,109491,6143,109944
991,109492,6988,109943
991,109494,17489,109957
991,109495,18545,109956
991,109496,37653,109961
991,109497,79187,109969
991,109499,74595,109969
991,109500,20978,109958
991,109493,10654,109953
991,109501,43672,109964
991,109488,19632,109961
991,109502,30461,109963
991,109503,50091,109963
991,109486,38509,109964
991,109504,75218,109968
991,109505,54230,109965
991,109506,33785,109961
991,109507,47306,109963
991,109508,48772,109963
991,109509,92669,109970
991,109498,17227,109962
991,109510,81741,109969
991,109511,80497,109967
991,109512,75073,109973
991,109513,78603,109974
991,109514,90722,109978
991,109482,77686,109984
991,109479,84753,109987
991,109515,107017,109980
992,109472,95646,110009
992,109473,86485,110009
992,109475,65041,110010
