BB ID 1,BB ID 2,AB,BA
36366,143466,50648,1914
36366,143467,2573,109488
36366,143472,2952,109452
36366,143468,13522,2282
36366,143471,1546,28658
36368,143466,1090,1528
36368,143467,2199,109936
36368,143472,2466,109919
36368,143468,1023,3305
36368,143471,969,109951
36369,143466,110099,3327
36369,143467,7585,11760
36369,143472,9769,11359
36369,143468,109991,3358
36369,143471,106565,1664
36370,143466,908,2464
36370,143467,2259,110035
36370,143472,2556,110022
36370,143468,892,5262
36370,143471,978,110044
36373,143466,64265,903
36373,143467,2182,109147
36373,143472,2382,109001
36373,143468,16541,842
36373,143471,1696,10206
