BB ID 1,BB ID 2,AB,BA
62259,197097,109538,9157
62260,197097,109401,6655
62262,197097,109252,11266
62264,197097,109252,22503
62263,197097,109344,4941
62261,197097,109428,7738
45289,197097,109417,10850
62259,197098,5727,108375
62260,197098,104716,36777
62262,197098,106795,14783
62264,197098,106647,19878
62263,197098,105001,10264
62261,197098,98851,63905
45289,197098,107058,37353
62259,197100,13028,108218
62260,197100,22282,105629
62262,197100,81720,94169
62264,197100,100914,55443
62263,197100,15441,104550
62261,197100,18357,106227
45289,197100,49403,104654
62259,197102,22434,108106
62260,197102,12272,104970
62262,197102,11520,101455
62264,197102,19057,97200
62263,197102,8207,104066
62261,197102,20436,105927
45289,197102,23297,103872
62259,197099,4088,108314
62260,197099,36780,63646
62262,197099,104770,21505
62264,197099,104872,24172
62263,197099,31665,27543
62261,197099,28337,96044
45289,197099,98658,52911
62259,197101,8105,108163
62260,197101,5065,105321
62262,197101,7900,93802
62264,197101,56894,54025
62263,197101,2660,104196
62261,197101,6461,106095
45289,197101,11599,104202
62259,197103,7357,108251
62260,197103,20429,105208
62262,197103,100249,53861
62264,197103,102891,34881
62263,197103,17664,90568
62261,197103,16959,106450
45289,197103,63740,99212
62259,151810,5920,108309
62260,151810,73884,64886
62262,151810,105640,21876
62264,151810,105727,25426
62263,151810,70386,25586
62261,151810,59130,97276
45289,151810,105248,54136
