BB ID 1,BB ID 2,AB,BA
17435,125554,110622,2944
17435,125555,110504,2266
17435,125556,110704,2885
17435,125557,110384,5153
17435,125558,110441,3014
17435,125559,110598,2974
17435,125560,110702,3983
17435,125561,110713,3142
17435,125562,110703,4084
17435,125563,110558,10571
17436,125554,110616,6850
17436,125555,110496,7268
17436,125556,110704,6979
17436,125557,110349,7148
17436,125558,110422,7563
17436,125559,110584,6607
17436,125560,110700,8547
17436,125561,110710,7693
17436,125562,110702,8915
17436,125563,110535,13070
17437,125554,110628,4328
17437,125555,2914,110487
17437,125556,110707,1737
17437,125557,947,110482
17437,125558,1143,110481
17437,125559,110603,14131
17437,125560,110702,2229
17437,125561,110719,1808
17437,125562,110704,2189
17437,125563,110582,110538
17438,125554,110616,8452
17438,125555,110493,9219
17438,125556,110704,8773
17438,125557,110349,9057
17438,125558,110421,9899
17438,125559,110583,8244
17438,125560,110700,11221
17438,125561,110710,10140
17438,125562,110702,11577
17438,125563,110535,15382
17439,125554,110616,8565
17439,125555,110495,9271
17439,125556,110704,8646
17439,125557,110348,8569
17439,125558,110420,9427
17439,125559,110583,8168
17439,125560,110700,10987
17439,125561,110710,9956
17439,125562,110702,11230
17439,125563,110534,14696
17440,125554,110621,3161
17440,125555,110505,2578
17440,125556,110704,3100
17440,125557,110381,3778
17440,125558,110439,2801
17440,125559,110596,3049
17440,125560,110702,4233
17440,125561,110712,3345
17440,125562,110703,4295
17440,125563,110554,9284
17441,125554,110629,4073
17441,125555,15276,110475
17441,125556,110708,1744
17441,125557,1328,110453
17441,125558,2155,110459
17441,125559,110601,7555
17441,125560,110702,2317
17441,125561,110719,1937
17441,125562,110703,2345
17441,125563,110579,110518
17442,125554,110626,6444
17442,125555,2051,110526
17442,125556,110708,1589
17442,125557,713,110524
17442,125558,826,110522
17442,125559,110601,38732
17442,125560,110702,1981
17442,125561,110719,1607
17442,125562,110707,2031
17442,125563,110581,110560
17443,125554,110629,4692
17443,125555,16247,110486
17443,125556,110708,1700
17443,125557,1407,110462
17443,125558,2129,110469
17443,125559,110601,9592
17443,125560,110702,2212
17443,125561,110719,1773
17443,125562,110703,2250
17443,125563,110579,110520
17444,125554,110620,4325
17444,125555,110493,2305
17444,125556,110704,3794
17444,125557,110363,3397
17444,125558,110422,2251
17444,125559,110587,3897
17444,125560,110701,4796
17444,125561,110711,3991
17444,125562,110703,4860
17444,125563,110544,11607
