BB ID 1,BB ID 2,AB,BA
62271,197090,91159,7176
62271,197091,4172,108460
62271,197093,10097,108334
62271,197095,22487,108277
62271,197092,3489,108401
62271,197094,8192,108288
62271,197096,5983,108365
62271,151798,4726,108422
62272,197090,109322,2050
62272,197091,10009,28994
62272,197093,5657,106463
62272,197095,13639,106370
62272,197092,2275,76264
62272,197094,3407,106398
62272,197096,3556,106520
62272,151798,4499,71681
62274,197090,109132,2275
62274,197091,19716,5882
62274,197093,2557,105234
62274,197095,8195,105274
62274,197092,936,23719
62274,197094,1121,105296
62274,197096,998,98598
62274,151798,4234,19846
62276,197090,109124,3747
62276,197091,88508,3181
62276,197093,1658,101112
62276,197095,4635,103613
62276,197092,7747,5991
62276,197094,219,103389
62276,197096,2063,50134
62276,151798,26774,4646
62275,197090,109125,1526
62275,197091,4373,10570
62275,197093,3265,106202
62275,197095,9838,106175
62275,197092,467,48703
62275,197094,1850,106188
62275,197096,1365,106176
62275,151798,2130,51246
62273,197090,109409,4404
62273,197091,45507,51375
62273,197093,9439,106444
62273,197095,15212,106217
62273,197092,6711,92504
62273,197094,4078,106250
62273,197096,6586,106550
62273,151798,16457,90425
45274,197090,109408,8685
45274,197091,107086,35520
45274,197093,46094,104888
45274,197095,24414,104102
45274,197092,87653,52508
45274,197094,10877,104410
45274,197096,53470,101235
45274,151798,102138,49481
