BB ID 1,BB ID 2,AB,BA
986,109472,41406,87478
986,109473,34951,87203
986,109475,38521,87970
986,109476,95400,36270
986,109477,96674,36788
986,109478,92302,43924
986,109480,42194,89005
986,109474,25779,86679
986,109481,55853,88943
986,109483,77551,88877
986,109484,87606,87942
986,109485,97614,84174
986,109487,101638,82852
986,109490,97296,88376
986,109489,106477,36283
986,109491,107479,41520
986,109492,106372,44089
986,109494,85176,84874
986,109495,78739,86322
986,109496,52502,88211
986,109497,66681,88865
986,109499,54698,87877
986,109500,92857,85379
986,109493,104064,75699
986,109501,81652,88566
986,109488,97024,87993
986,109502,96647,83867
986,109503,86621,85021
986,109486,75481,86177
986,109504,81078,87887
986,109505,91301,86131
986,109506,99016,81897
986,109507,92578,82306
986,109508,92735,83666
986,109509,75458,88129
986,109498,94088,81921
986,109510,46444,88435
986,109511,48370,88248
986,109512,49948,87094
986,109513,67449,88328
986,109514,56202,87981
986,109482,21304,86252
986,109479,23426,87223
986,109515,82151,89279
987,109472,43870,89733
987,109473,50229,90955
987,109475,79718,94660
987,109476,97845,93256
987,109477,97776,88533
987,109478,94718,89032
987,109480,44299,90862
987,109474,47513,91615
987,109481,75734,92791
987,109483,66764,89032
987,109484,46304,81246
987,109485,82306,59047
987,109487,95211,23307
987,109490,85730,80526
987,109489,105526,3227
987,109491,106851,2476
987,109492,105028,1997
987,109494,23843,69545
987,109495,20189,76199
987,109496,22964,86888
987,109497,51951,88934
987,109499,49108,88981
987,109500,69163,77588
987,109493,101174,8887
987,109501,61716,87030
987,109488,82551,77040
987,109502,84393,72890
987,109503,61732,80441
987,109486,29478,80482
987,109504,52572,85667
987,109505,57189,77560
987,109506,90773,68890
987,109507,70628,74279
987,109508,72471,76902
987,109509,58580,87764
987,109498,59169,52642
987,109510,13260,86043
987,109511,12825,85119
987,109512,11017,81944
987,109513,23851,84217
987,109514,18776,85181
987,109482,11692,86953
987,109479,22898,89761
987,109515,68937,88858
988,109472,40923,100207
988,109473,31696,100279
988,109475,41197,101282
988,109476,49618,101252
988,109477,44568,100664
988,109478,30993,100667
988,109480,49130,100443
988,109474,23662,100439
988,109481,24343,100090
988,109483,8089,98679
988,109484,2445,96719
988,109485,2381,91638
988,109487,10641,80429
988,109490,2134,94016
988,109489,102811,22
988,109491,106065,24
988,109492,102401,30
988,109494,733,94595
988,109495,1361,96164
988,109496,14930,98886
988,109497,51737,99487
988,109499,25659,99223
988,109500,10142,96009
988,109493,55609,17195
988,109501,7743,98287
988,109488,2420,94329
988,109502,8356,94767
988,109503,7545,97039
988,109486,5934,97605
988,109504,26011,98505
988,109505,7639,96465
988,109506,11686,91950
988,109507,5279,94484
988,109508,6565,94991
988,109509,76293,99422
988,109498,881,91570
988,109510,6255,98352
988,109511,2249,97800
988,109512,2810,97940
988,109513,10240,98810
988,109514,24970,99510
988,109482,18999,99955
988,109479,37400,100812
988,109515,94742,100095
989,109472,54631,107423
989,109473,46982,107462
989,109475,61349,107665
989,109476,83555,107956
989,109477,91490,107951
989,109478,86756,107930
989,109480,63840,107420
989,109474,35916,107509
989,109481,20239,107431
989,109483,8662,107384
989,109484,3985,107320
989,109485,1427,107217
