BB ID 1,BB ID 2,AB,BA
36366,143466,109092,1207
36366,143467,17,638
36366,143472,86582,1429
36366,143468,109957,1671
36366,143471,36,113
36368,143466,4,50
36368,143467,954,109564
36368,143472,386,105099
36368,143468,0,1
36368,143471,476,109125
36369,143466,312,92
36369,143467,277,66789
36369,143472,54,45
36369,143468,32880,331
36369,143471,63,373
36370,143466,2,9
36370,143467,829,109196
36370,143472,314,66507
36370,143468,3,10
36370,143471,422,107346
36373,143466,47,18
36373,143467,421,100491
36373,143472,100,277
36373,143468,1169,224
36373,143471,98,4716
